t1,t2,colony,num_cells1,num_cells2,method,tp,fp,tn,fn,acc,f1,timediff
99,100,240102_30C_fig_SX387_05,16,16,gcn,16,0,240,0,1.0,1.0,5
31,32,240102_30C_fig_SW182_01,12,12,gcn,12,0,132,0,1.0,1.0,5
24,28,240102_30C_fig_SX387_01,19,19,gcn,19,0,342,0,1.0,1.0,20
0,1,240102_30C_fig_SX387_01,10,10,gcn,10,0,90,0,1.0,1.0,5
25,28,240102_30C_fig_SX387_01,19,19,gcn,19,0,342,0,1.0,1.0,15
0,1,240102_30C_fig_SX387_03,7,8,gcn,6,1,49,0,0.9821428571428571,0.9230769230769231,5
31,34,240102_30C_fig_SX387_05,4,4,gcn,4,0,12,0,1.0,1.0,15
14,17,240102_30C_fig_SW182_01,9,10,gcn,8,1,81,0,0.9888888888888889,0.9411764705882353,15
64,67,240102_30C_fig_SW182_01,20,21,gcn,19,1,400,0,0.9976190476190476,0.9743589743589743,15
58,60,240102_30C_fig_SW182_01,17,19,gcn,15,1,307,0,0.9969040247678018,0.967741935483871,10
94,98,240102_30C_fig_SX387_05,16,16,gcn,16,0,240,0,1.0,1.0,20
30,31,240102_30C_fig_SX387_01,19,19,gcn,19,0,342,0,1.0,1.0,5
88,90,240102_30C_fig_SX387_03,44,47,gcn,41,1,2026,0,0.9995164410058027,0.9879518072289156,10
68,69,240102_30C_fig_SX387_03,24,24,gcn,24,0,552,0,1.0,1.0,5
6,8,240102_30C_fig_SW182_01,7,7,gcn,7,0,42,0,1.0,1.0,10
5,9,240102_30C_fig_SX387_05,2,4,gcn,0,2,6,0,0.75,0.0,20
16,20,240102_30C_fig_SX387_01,16,18,gcn,14,1,273,0,0.9965277777777778,0.9655172413793104,20
72,76,240102_30C_fig_SX387_05,8,8,gcn,8,0,56,0,1.0,1.0,20
103,105,240102_30C_fig_SW182_01,37,37,gcn,37,0,1332,0,1.0,1.0,10
112,114,240102_30C_fig_SW182_01,44,44,gcn,44,0,1892,0,1.0,1.0,10
80,84,240102_30C_fig_SX387_05,9,12,gcn,6,3,99,0,0.9722222222222222,0.8,20
30,33,240102_30C_fig_SW182_01,12,14,gcn,10,2,156,0,0.9880952380952381,0.9090909090909091,15
18,22,240102_30C_fig_SX387_03,12,12,gcn,12,0,132,0,1.0,1.0,20
91,94,240102_30C_fig_SX387_05,15,16,gcn,14,0,226,0,1.0,1.0,15
86,89,240102_30C_fig_SX387_03,43,45,gcn,39,2,1892,2,0.9979328165374677,0.9512195121951219,15
4,5,240102_30C_fig_SW182_01,7,7,gcn,7,0,42,0,1.0,1.0,5
54,58,240102_30C_fig_SX387_01,36,36,gcn,36,0,1260,0,1.0,1.0,20
30,32,240102_30C_fig_SX387_03,12,13,gcn,11,1,144,0,0.9935897435897436,0.9565217391304348,10
71,72,240102_30C_fig_SX387_01,40,40,gcn,40,0,1560,0,1.0,1.0,5
35,38,240102_30C_fig_SW182_01,14,14,gcn,14,0,182,0,1.0,1.0,15
86,87,240102_30C_fig_SW182_01,33,33,gcn,33,0,1056,0,1.0,1.0,5
25,27,240102_30C_fig_SX387_03,12,12,gcn,12,0,132,0,1.0,1.0,10
1,3,240102_30C_fig_SW182_01,7,7,gcn,7,0,42,0,1.0,1.0,10
45,48,240102_30C_fig_SW182_01,16,17,gcn,15,1,256,0,0.9963235294117647,0.967741935483871,15
79,82,240102_30C_fig_SW182_01,28,31,gcn,25,3,840,0,0.9965437788018433,0.9433962264150944,15
101,102,240102_30C_fig_SX387_05,16,16,gcn,16,0,240,0,1.0,1.0,5
87,91,240102_30C_fig_SX387_05,15,15,gcn,15,0,210,0,1.0,1.0,20
2,3,240102_30C_fig_SX387_05,2,2,gcn,2,0,2,0,1.0,1.0,5
46,49,240102_30C_fig_SW182_01,16,17,gcn,15,1,256,0,0.9963235294117647,0.967741935483871,15
68,71,240102_30C_fig_SX387_01,40,40,gcn,40,0,1560,0,1.0,1.0,15
83,84,240102_30C_fig_SX387_05,9,12,gcn,6,3,99,0,0.9722222222222222,0.8,5
108,110,240102_30C_fig_SW182_01,38,39,gcn,37,1,1444,0,0.9993252361673415,0.9866666666666667,10
98,100,240102_30C_fig_SW182_01,37,37,gcn,37,0,1332,0,1.0,1.0,10
36,37,240102_30C_fig_SX387_05,4,4,gcn,4,0,12,0,1.0,1.0,5
5,8,240102_30C_fig_SX387_03,10,12,gcn,8,1,111,0,0.9916666666666667,0.9411764705882353,15
93,95,240102_30C_fig_SW182_01,36,36,gcn,36,0,1260,0,1.0,1.0,10
15,18,240102_30C_fig_SX387_03,12,12,gcn,12,0,132,0,1.0,1.0,15
98,99,240102_30C_fig_SX387_03,47,47,gcn,47,0,2162,0,1.0,1.0,5
32,35,240102_30C_fig_SW182_01,12,14,gcn,10,2,156,0,0.9880952380952381,0.9090909090909091,15
15,18,240102_30C_fig_SW182_01,9,12,gcn,6,1,101,0,0.9907407407407407,0.9230769230769231,15
122,126,240102_30C_fig_SW182_01,53,55,gcn,51,2,2862,0,0.9993138936535163,0.9807692307692307,20
1,4,240102_30C_fig_SW182_01,7,7,gcn,7,0,42,0,1.0,1.0,15
51,55,240102_30C_fig_SW182_01,17,17,gcn,17,0,272,0,1.0,1.0,20
16,17,240102_30C_fig_SX387_03,12,12,gcn,12,0,132,0,1.0,1.0,5
38,39,240102_30C_fig_SX387_05,4,4,gcn,4,0,12,0,1.0,1.0,5
61,65,240102_30C_fig_SX387_03,24,24,gcn,24,0,552,0,1.0,1.0,20
57,59,240102_30C_fig_SX387_01,36,37,gcn,35,0,1297,0,1.0,1.0,10
64,65,240102_30C_fig_SX387_01,39,40,gcn,38,0,1522,0,1.0,1.0,5
32,36,240102_30C_fig_SW182_01,12,14,gcn,10,2,156,0,0.9880952380952381,0.9090909090909091,20
2,4,240102_30C_fig_SX387_03,8,9,gcn,7,0,65,0,1.0,1.0,10
13,17,240102_30C_fig_SX387_01,15,16,gcn,14,1,225,0,0.9958333333333333,0.9655172413793104,20
56,58,240102_30C_fig_SW182_01,17,17,gcn,17,0,272,0,1.0,1.0,10
48,49,240102_30C_fig_SX387_01,33,34,gcn,32,1,1089,0,0.9991087344028521,0.9846153846153847,5
107,109,240102_30C_fig_SX387_05,16,16,gcn,16,0,240,0,1.0,1.0,10
44,46,240102_30C_fig_SX387_01,26,29,gcn,24,2,728,0,0.9973474801061007,0.96,10
87,90,240102_30C_fig_SW182_01,33,34,gcn,32,1,1089,0,0.9991087344028521,0.9846153846153847,15
64,68,240102_30C_fig_SX387_05,8,8,gcn,8,0,56,0,1.0,1.0,20
108,110,240102_30C_fig_SX387_03,49,51,gcn,47,0,2452,0,1.0,1.0,10
46,50,240102_30C_fig_SX387_03,24,24,gcn,24,0,552,0,1.0,1.0,20
65,67,240102_30C_fig_SX387_03,24,24,gcn,24,0,552,0,1.0,1.0,10
67,68,240102_30C_fig_SX387_05,8,8,gcn,8,0,56,0,1.0,1.0,5
43,47,240102_30C_fig_SX387_05,5,8,gcn,2,1,37,0,0.975,0.8,20
106,108,240102_30C_fig_SW182_01,38,38,gcn,38,0,1406,0,1.0,1.0,10
111,112,240102_30C_fig_SX387_03,51,53,gcn,49,2,2652,0,0.9992600813910469,0.98,5
34,35,240102_30C_fig_SX387_03,14,14,gcn,14,0,182,0,1.0,1.0,5
31,33,240102_30C_fig_SX387_01,19,19,gcn,19,0,342,0,1.0,1.0,10
20,24,240102_30C_fig_SW182_01,12,12,gcn,12,0,132,0,1.0,1.0,20
25,27,240102_30C_fig_SX387_01,19,19,gcn,19,0,342,0,1.0,1.0,10
78,80,240102_30C_fig_SW182_01,28,28,gcn,28,0,756,0,1.0,1.0,10
33,37,240102_30C_fig_SX387_01,19,19,gcn,19,0,342,0,1.0,1.0,20
63,66,240102_30C_fig_SX387_01,39,40,gcn,36,1,1521,2,0.9980769230769231,0.96,15
16,19,240102_30C_fig_SX387_03,12,12,gcn,12,0,132,0,1.0,1.0,15
46,49,240102_30C_fig_SX387_03,24,24,gcn,24,0,552,0,1.0,1.0,15
7,11,240102_30C_fig_SX387_05,3,4,gcn,2,1,9,0,0.9166666666666666,0.8,20
118,121,240102_30C_fig_SW182_01,51,53,gcn,49,2,2652,0,0.9992600813910469,0.98,15
86,89,240102_30C_fig_SX387_05,14,15,gcn,13,1,196,0,0.9952380952380953,0.9629629629629629,15
131,133,240102_30C_fig_SW182_01,60,61,gcn,59,0,3601,0,1.0,1.0,10
74,78,240102_30C_fig_SW182_01,26,28,gcn,24,2,702,0,0.9972527472527473,0.96,20
70,73,240102_30C_fig_SX387_03,26,27,gcn,25,1,676,0,0.9985754985754985,0.9803921568627451,15
52,56,240102_30C_fig_SX387_03,24,24,gcn,24,0,552,0,1.0,1.0,20
31,33,240102_30C_fig_SX387_05,4,4,gcn,4,0,12,0,1.0,1.0,10
17,21,240102_30C_fig_SX387_03,12,12,gcn,12,0,132,0,1.0,1.0,20
49,51,240102_30C_fig_SX387_01,34,35,gcn,33,0,1157,0,1.0,1.0,10
36,40,240102_30C_fig_SX387_05,4,5,gcn,3,1,16,0,0.95,0.8571428571428571,20
107,111,240102_30C_fig_SX387_05,16,17,gcn,15,1,256,0,0.9963235294117647,0.967741935483871,20
95,99,240102_30C_fig_SX387_03,47,47,gcn,47,0,2162,0,1.0,1.0,20
7,8,240102_30C_fig_SX387_01,11,12,gcn,10,1,121,0,0.9924242424242424,0.9523809523809523,5
46,50,240102_30C_fig_SW182_01,16,17,gcn,15,1,256,0,0.9963235294117647,0.967741935483871,20
94,96,240102_30C_fig_SX387_05,16,16,gcn,16,0,240,0,1.0,1.0,10
11,12,240102_30C_fig_SX387_01,15,15,gcn,15,0,210,0,1.0,1.0,5
48,52,240102_30C_fig_SX387_05,8,8,gcn,8,0,56,0,1.0,1.0,20
48,52,240102_30C_fig_SW182_01,17,17,gcn,17,0,272,0,1.0,1.0,20
49,53,240102_30C_fig_SX387_03,24,24,gcn,24,0,552,0,1.0,1.0,20
72,73,240102_30C_fig_SW182_01,25,25,gcn,25,0,600,0,1.0,1.0,5
50,54,240102_30C_fig_SX387_01,34,36,gcn,29,4,1188,3,0.994281045751634,0.8923076923076924,20
63,64,240102_30C_fig_SX387_03,24,24,gcn,24,0,552,0,1.0,1.0,5
24,28,240102_30C_fig_SX387_05,4,4,gcn,4,0,12,0,1.0,1.0,20
75,78,240102_30C_fig_SX387_03,30,35,gcn,25,5,1020,0,0.9952380952380953,0.9090909090909091,15
24,27,240102_30C_fig_SW182_01,12,12,gcn,12,0,132,0,1.0,1.0,15
26,27,240102_30C_fig_SW182_01,12,12,gcn,12,0,132,0,1.0,1.0,5
107,108,240102_30C_fig_SW182_01,38,38,gcn,38,0,1406,0,1.0,1.0,5
13,14,240102_30C_fig_SX387_03,12,12,gcn,12,0,132,0,1.0,1.0,5
48,52,240102_30C_fig_SX387_01,33,35,gcn,31,1,1123,0,0.9991341991341991,0.9841269841269841,20
45,49,240102_30C_fig_SW182_01,16,17,gcn,15,1,256,0,0.9963235294117647,0.967741935483871,20
64,66,240102_30C_fig_SX387_05,8,8,gcn,8,0,56,0,1.0,1.0,10
64,66,240102_30C_fig_SX387_01,39,40,gcn,38,0,1522,0,1.0,1.0,10
74,78,240102_30C_fig_SX387_05,8,9,gcn,7,1,64,0,0.9861111111111112,0.9333333333333333,20
126,127,240102_30C_fig_SW182_01,55,57,gcn,53,1,3081,0,0.9996810207336523,0.9906542056074766,5
17,21,240102_30C_fig_SX387_01,16,19,gcn,13,1,290,0,0.9967105263157895,0.9629629629629629,20
33,37,240102_30C_fig_SX387_03,14,16,gcn,12,2,210,0,0.9910714285714286,0.9230769230769231,20
73,74,240102_30C_fig_SX387_03,27,28,gcn,26,1,729,0,0.9986772486772487,0.9811320754716981,5
50,53,240102_30C_fig_SW182_01,17,17,gcn,17,0,272,0,1.0,1.0,15
119,121,240102_30C_fig_SW182_01,52,53,gcn,51,1,2704,0,0.9996371552975326,0.9902912621359223,10
30,33,240102_30C_fig_SX387_03,12,14,gcn,10,2,156,0,0.9880952380952381,0.9090909090909091,15
41,45,240102_30C_fig_SX387_01,21,28,gcn,15,4,569,0,0.9931972789115646,0.8823529411764706,20
96,100,240102_30C_fig_SX387_03,47,47,gcn,47,0,2162,0,1.0,1.0,20
37,39,240102_30C_fig_SX387_05,4,4,gcn,4,0,12,0,1.0,1.0,10
54,55,240102_30C_fig_SX387_01,36,36,gcn,36,0,1260,0,1.0,1.0,5
50,52,240102_30C_fig_SX387_05,8,8,gcn,8,0,56,0,1.0,1.0,10
78,79,240102_30C_fig_SW182_01,28,28,gcn,28,0,756,0,1.0,1.0,5
96,99,240102_30C_fig_SW182_01,36,37,gcn,35,1,1296,0,0.9992492492492493,0.9859154929577465,15
14,18,240102_30C_fig_SW182_01,9,12,gcn,6,1,101,0,0.9907407407407407,0.9230769230769231,20
98,99,240102_30C_fig_SX387_05,16,16,gcn,16,0,240,0,1.0,1.0,5
34,38,240102_30C_fig_SW182_01,14,14,gcn,14,0,182,0,1.0,1.0,20
67,71,240102_30C_fig_SW182_01,21,23,gcn,19,2,462,0,0.9958592132505176,0.95,20
91,94,240102_30C_fig_SX387_03,47,47,gcn,47,0,2162,0,1.0,1.0,15
110,111,240102_30C_fig_SX387_05,16,17,gcn,15,1,256,0,0.9963235294117647,0.967741935483871,5
21,24,240102_30C_fig_SX387_03,12,12,gcn,12,0,132,0,1.0,1.0,15
65,69,240102_30C_fig_SX387_03,24,24,gcn,24,0,552,0,1.0,1.0,20
95,96,240102_30C_fig_SW182_01,36,36,gcn,36,0,1260,0,1.0,1.0,5
136,140,240102_30C_fig_SW182_01,63,66,gcn,60,0,4098,0,1.0,1.0,20
14,16,240102_30C_fig_SX387_01,15,16,gcn,14,1,225,0,0.9958333333333333,0.9655172413793104,10
68,71,240102_30C_fig_SX387_05,8,8,gcn,8,0,56,0,1.0,1.0,15
55,58,240102_30C_fig_SX387_03,24,24,gcn,24,0,552,0,1.0,1.0,15
52,53,240102_30C_fig_SW182_01,17,17,gcn,17,0,272,0,1.0,1.0,5
40,44,240102_30C_fig_SX387_05,5,7,gcn,3,0,32,0,1.0,1.0,20
70,74,240102_30C_fig_SW182_01,22,26,gcn,17,4,551,0,0.993006993006993,0.8947368421052632,20
114,115,240102_30C_fig_SW182_01,44,44,gcn,44,0,1892,0,1.0,1.0,5
111,114,240102_30C_fig_SW182_01,41,44,gcn,38,2,1764,0,0.9988913525498891,0.9743589743589743,15
41,45,240102_30C_fig_SW182_01,15,16,gcn,14,1,225,0,0.9958333333333333,0.9655172413793104,20
56,60,240102_30C_fig_SX387_05,8,8,gcn,8,0,56,0,1.0,1.0,20
4,6,240102_30C_fig_SX387_01,10,10,gcn,10,0,90,0,1.0,1.0,10
100,101,240102_30C_fig_SX387_03,47,47,gcn,47,0,2162,0,1.0,1.0,5
52,56,240102_30C_fig_SX387_01,35,36,gcn,34,1,1225,0,0.9992063492063492,0.9855072463768116,20
42,45,240102_30C_fig_SX387_03,22,23,gcn,21,1,484,0,0.9980237154150198,0.9767441860465116,15
32,33,240102_30C_fig_SX387_03,13,14,gcn,12,1,169,0,0.9945054945054945,0.96,5
7,8,240102_30C_fig_SX387_03,12,12,gcn,12,0,132,0,1.0,1.0,5
20,23,240102_30C_fig_SX387_01,18,19,gcn,17,0,325,0,1.0,1.0,15
8,11,240102_30C_fig_SX387_05,4,4,gcn,4,0,12,0,1.0,1.0,15
18,19,240102_30C_fig_SX387_05,4,4,gcn,4,0,12,0,1.0,1.0,5
52,54,240102_30C_fig_SX387_01,35,36,gcn,34,1,1225,0,0.9992063492063492,0.9855072463768116,10
84,86,240102_30C_fig_SX387_03,41,43,gcn,39,1,1723,0,0.9994327850255247,0.9873417721518988,10
24,26,240102_30C_fig_SX387_01,19,19,gcn,18,0,342,1,0.997229916897507,0.972972972972973,10
107,111,240102_30C_fig_SW182_01,38,41,gcn,35,3,1520,0,0.9980744544287549,0.958904109589041,20
33,35,240102_30C_fig_SX387_03,14,14,gcn,14,0,182,0,1.0,1.0,10
86,90,240102_30C_fig_SX387_03,43,47,gcn,38,4,1978,1,0.9975259772389906,0.9382716049382716,20
17,18,240102_30C_fig_SX387_01,16,16,gcn,16,0,240,0,1.0,1.0,5
35,39,240102_30C_fig_SX387_03,14,19,gcn,7,6,251,2,0.9699248120300752,0.6363636363636364,20
42,45,240102_30C_fig_SW182_01,15,16,gcn,14,1,225,0,0.9958333333333333,0.9655172413793104,15
96,98,240102_30C_fig_SX387_03,47,47,gcn,47,0,2162,0,1.0,1.0,10
3,4,240102_30C_fig_SX387_05,2,2,gcn,2,0,2,0,1.0,1.0,5
83,85,240102_30C_fig_SW182_01,31,33,gcn,29,1,993,0,0.9990224828934506,0.9830508474576272,10
46,47,240102_30C_fig_SX387_01,29,31,gcn,27,1,871,0,0.9988876529477196,0.9818181818181818,5
1,3,240102_30C_fig_SX387_03,8,8,gcn,8,0,56,0,1.0,1.0,10
44,48,240102_30C_fig_SW182_01,15,17,gcn,13,2,240,0,0.9921568627450981,0.9285714285714286,20
69,72,240102_30C_fig_SX387_01,40,40,gcn,40,0,1560,0,1.0,1.0,15
6,9,240102_30C_fig_SX387_01,10,12,gcn,8,2,110,0,0.9833333333333333,0.8888888888888888,15
79,82,240102_30C_fig_SX387_03,36,40,gcn,32,3,1405,0,0.9979166666666667,0.9552238805970149,15
119,123,240102_30C_fig_SW182_01,52,53,gcn,51,1,2704,0,0.9996371552975326,0.9902912621359223,20
79,83,240102_30C_fig_SX387_03,36,41,gcn,31,3,1442,0,0.9979674796747967,0.9538461538461539,20
44,47,240102_30C_fig_SX387_03,22,24,gcn,20,1,507,0,0.9981060606060606,0.975609756097561,15
77,78,240102_30C_fig_SW182_01,28,28,gcn,28,0,756,0,1.0,1.0,5
60,62,240102_30C_fig_SX387_03,24,24,gcn,24,0,552,0,1.0,1.0,10
95,97,240102_30C_fig_SX387_05,16,16,gcn,16,0,240,0,1.0,1.0,10
84,86,240102_30C_fig_SW182_01,32,33,gcn,31,1,1024,0,0.9990530303030303,0.9841269841269841,10
42,43,240102_30C_fig_SW182_01,15,15,gcn,15,0,210,0,1.0,1.0,5
82,84,240102_30C_fig_SW182_01,31,32,gcn,30,1,961,0,0.998991935483871,0.9836065573770492,10
83,86,240102_30C_fig_SX387_05,9,14,gcn,4,4,118,0,0.9682539682539683,0.6666666666666666,15
51,54,240102_30C_fig_SW182_01,17,17,gcn,17,0,272,0,1.0,1.0,15
52,53,240102_30C_fig_SX387_05,8,8,gcn,8,0,56,0,1.0,1.0,5
41,43,240102_30C_fig_SX387_05,5,5,gcn,5,0,20,0,1.0,1.0,10
130,132,240102_30C_fig_SW182_01,58,61,gcn,55,1,3482,0,0.9997173544375353,0.990990990990991,10
0,1,240102_30C_fig_SW182_01,7,7,gcn,7,0,42,0,1.0,1.0,5
1,4,240102_30C_fig_SX387_03,8,9,gcn,7,0,65,0,1.0,1.0,15
99,103,240102_30C_fig_SX387_03,47,48,gcn,46,0,2210,0,1.0,1.0,20
10,13,240102_30C_fig_SX387_05,4,4,gcn,4,0,12,0,1.0,1.0,15
20,21,240102_30C_fig_SW182_01,12,12,gcn,12,0,132,0,1.0,1.0,5
21,23,240102_30C_fig_SW182_01,12,12,gcn,12,0,132,0,1.0,1.0,10
19,23,240102_30C_fig_SX387_03,12,12,gcn,12,0,132,0,1.0,1.0,20
38,40,240102_30C_fig_SX387_03,16,19,gcn,13,3,288,0,0.9901315789473685,0.896551724137931,10
65,66,240102_30C_fig_SX387_05,8,8,gcn,8,0,56,0,1.0,1.0,5
28,30,240102_30C_fig_SX387_05,4,4,gcn,4,0,12,0,1.0,1.0,10
60,61,240102_30C_fig_SW182_01,19,19,gcn,19,0,342,0,1.0,1.0,5
57,59,240102_30C_fig_SW182_01,17,18,gcn,16,1,289,0,0.9967320261437909,0.9696969696969697,10
49,50,240102_30C_fig_SX387_01,34,34,gcn,34,0,1122,0,1.0,1.0,5
67,68,240102_30C_fig_SW182_01,21,21,gcn,21,0,420,0,1.0,1.0,5
62,65,240102_30C_fig_SX387_03,24,24,gcn,24,0,552,0,1.0,1.0,15
32,33,240102_30C_fig_SW182_01,12,14,gcn,10,2,156,0,0.9880952380952381,0.9090909090909091,5
102,105,240102_30C_fig_SX387_05,16,16,gcn,16,0,240,0,1.0,1.0,15
2,5,240102_30C_fig_SX387_03,8,10,gcn,6,1,73,0,0.9875,0.9230769230769231,15
13,15,240102_30C_fig_SW182_01,8,9,gcn,7,1,64,0,0.9861111111111112,0.9333333333333333,10
1,5,240102_30C_fig_SX387_05,2,2,gcn,2,0,2,0,1.0,1.0,20
91,94,240102_30C_fig_SW182_01,35,36,gcn,34,1,1225,0,0.9992063492063492,0.9855072463768116,15
86,90,240102_30C_fig_SX387_05,14,15,gcn,13,1,196,0,0.9952380952380953,0.9629629629629629,20
107,110,240102_30C_fig_SW182_01,38,39,gcn,37,1,1444,0,0.9993252361673415,0.9866666666666667,15
95,98,240102_30C_fig_SW182_01,36,37,gcn,35,1,1296,0,0.9992492492492493,0.9859154929577465,15
40,41,240102_30C_fig_SX387_03,19,21,gcn,17,1,381,0,0.9974937343358395,0.9714285714285714,5
45,46,240102_30C_fig_SX387_01,28,29,gcn,27,0,785,0,1.0,1.0,5
85,88,240102_30C_fig_SX387_05,13,15,gcn,11,1,183,0,0.9948717948717949,0.9565217391304348,15
125,127,240102_30C_fig_SW182_01,54,57,gcn,51,3,3024,0,0.9990253411306043,0.9714285714285714,10
120,121,240102_30C_fig_SW182_01,53,53,gcn,53,0,2756,0,1.0,1.0,5
14,17,240102_30C_fig_SX387_03,12,12,gcn,12,0,132,0,1.0,1.0,15
83,86,240102_30C_fig_SW182_01,31,33,gcn,29,1,993,0,0.9990224828934506,0.9830508474576272,15
23,25,240102_30C_fig_SW182_01,12,12,gcn,12,0,132,0,1.0,1.0,10
51,52,240102_30C_fig_SX387_03,24,24,gcn,24,0,552,0,1.0,1.0,5
97,100,240102_30C_fig_SX387_05,16,16,gcn,16,0,240,0,1.0,1.0,15
1,4,240102_30C_fig_SX387_05,2,2,gcn,2,0,2,0,1.0,1.0,15
88,89,240102_30C_fig_SW182_01,33,33,gcn,33,0,1056,0,1.0,1.0,5
138,141,240102_30C_fig_SW182_01,64,66,gcn,62,0,4162,0,1.0,1.0,15
79,80,240102_30C_fig_SW182_01,28,28,gcn,28,0,756,0,1.0,1.0,5
98,101,240102_30C_fig_SX387_03,47,47,gcn,47,0,2162,0,1.0,1.0,15
32,34,240102_30C_fig_SX387_05,4,4,gcn,4,0,12,0,1.0,1.0,10
104,105,240102_30C_fig_SX387_03,48,48,gcn,48,0,2256,0,1.0,1.0,5
64,68,240102_30C_fig_SX387_03,24,24,gcn,24,0,552,0,1.0,1.0,20
34,37,240102_30C_fig_SX387_03,14,16,gcn,12,2,210,0,0.9910714285714286,0.9230769230769231,15
71,75,240102_30C_fig_SX387_05,8,8,gcn,8,0,56,0,1.0,1.0,20
37,40,240102_30C_fig_SX387_05,4,5,gcn,3,1,16,0,0.95,0.8571428571428571,15
23,26,240102_30C_fig_SX387_05,4,4,gcn,4,0,12,0,1.0,1.0,15
29,32,240102_30C_fig_SX387_05,4,4,gcn,4,0,12,0,1.0,1.0,15
70,74,240102_30C_fig_SX387_05,8,8,gcn,8,0,56,0,1.0,1.0,20
7,9,240102_30C_fig_SX387_03,12,12,gcn,12,0,132,0,1.0,1.0,10
108,109,240102_30C_fig_SX387_05,16,16,gcn,16,0,240,0,1.0,1.0,5
109,112,240102_30C_fig_SX387_05,16,17,gcn,15,1,256,0,0.9963235294117647,0.967741935483871,15
92,94,240102_30C_fig_SX387_03,47,47,gcn,47,0,2162,0,1.0,1.0,10
128,130,240102_30C_fig_SW182_01,57,58,gcn,56,1,3249,0,0.999697519661222,0.9911504424778761,10
121,124,240102_30C_fig_SW182_01,53,53,gcn,53,0,2756,0,1.0,1.0,15
28,31,240102_30C_fig_SX387_03,12,13,gcn,11,1,144,0,0.9935897435897436,0.9565217391304348,15
19,23,240102_30C_fig_SW182_01,12,12,gcn,12,0,132,0,1.0,1.0,20
80,82,240102_30C_fig_SW182_01,28,31,gcn,25,3,840,0,0.9965437788018433,0.9433962264150944,10
102,103,240102_30C_fig_SX387_03,48,48,gcn,48,0,2256,0,1.0,1.0,5
29,30,240102_30C_fig_SX387_03,12,12,gcn,12,0,132,0,1.0,1.0,5
80,81,240102_30C_fig_SX387_05,9,9,gcn,9,0,72,0,1.0,1.0,5
67,71,240102_30C_fig_SX387_05,8,8,gcn,8,0,56,0,1.0,1.0,20
6,7,240102_30C_fig_SW182_01,7,7,gcn,7,0,42,0,1.0,1.0,5
29,33,240102_30C_fig_SW182_01,12,14,gcn,10,2,156,0,0.9880952380952381,0.9090909090909091,20
46,49,240102_30C_fig_SX387_05,8,8,gcn,8,0,56,0,1.0,1.0,15
96,97,240102_30C_fig_SX387_03,47,47,gcn,47,0,2162,0,1.0,1.0,5
76,77,240102_30C_fig_SW182_01,28,28,gcn,28,0,756,0,1.0,1.0,5
22,25,240102_30C_fig_SW182_01,12,12,gcn,12,0,132,0,1.0,1.0,15
87,89,240102_30C_fig_SX387_05,15,15,gcn,15,0,210,0,1.0,1.0,10
18,20,240102_30C_fig_SX387_03,12,12,gcn,12,0,132,0,1.0,1.0,10
55,57,240102_30C_fig_SX387_03,24,24,gcn,24,0,552,0,1.0,1.0,10
36,39,240102_30C_fig_SX387_03,15,19,gcn,11,3,271,0,0.9894736842105263,0.88,15
71,73,240102_30C_fig_SX387_03,27,27,gcn,26,1,702,0,0.9986282578875172,0.9811320754716981,10
9,10,240102_30C_fig_SX387_05,4,4,gcn,4,0,12,0,1.0,1.0,5
93,96,240102_30C_fig_SX387_03,47,47,gcn,47,0,2162,0,1.0,1.0,15
90,94,240102_30C_fig_SW182_01,34,36,gcn,32,2,1190,0,0.9983660130718954,0.9696969696969697,20
4,5,240102_30C_fig_SX387_05,2,2,gcn,2,0,2,0,1.0,1.0,5
14,15,240102_30C_fig_SW182_01,9,9,gcn,9,0,72,0,1.0,1.0,5
64,67,240102_30C_fig_SX387_05,8,8,gcn,8,0,56,0,1.0,1.0,15
103,105,240102_30C_fig_SX387_03,48,48,gcn,48,0,2256,0,1.0,1.0,10
3,4,240102_30C_fig_SW182_01,7,7,gcn,7,0,42,0,1.0,1.0,5
42,44,240102_30C_fig_SX387_03,22,22,gcn,22,0,462,0,1.0,1.0,10
82,83,240102_30C_fig_SX387_03,40,41,gcn,39,0,1601,0,1.0,1.0,5
0,2,240102_30C_fig_SW182_01,7,7,gcn,7,0,42,0,1.0,1.0,10
20,23,240102_30C_fig_SX387_05,4,4,gcn,4,0,12,0,1.0,1.0,15
45,49,240102_30C_fig_SX387_03,23,24,gcn,22,0,530,0,1.0,1.0,20
26,30,240102_30C_fig_SX387_03,12,12,gcn,12,0,132,0,1.0,1.0,20
31,32,240102_30C_fig_SX387_05,4,4,gcn,4,0,12,0,1.0,1.0,5
84,87,240102_30C_fig_SX387_05,12,15,gcn,9,3,168,0,0.9833333333333333,0.8571428571428571,15
131,134,240102_30C_fig_SW182_01,60,61,gcn,59,0,3601,0,1.0,1.0,15
35,39,240102_30C_fig_SW182_01,14,14,gcn,14,0,182,0,1.0,1.0,20
62,64,240102_30C_fig_SX387_05,8,8,gcn,8,0,56,0,1.0,1.0,10
27,29,240102_30C_fig_SW182_01,12,12,gcn,12,0,132,0,1.0,1.0,10
100,102,240102_30C_fig_SX387_03,47,48,gcn,46,0,2210,0,1.0,1.0,10
53,56,240102_30C_fig_SX387_03,24,24,gcn,24,0,552,0,1.0,1.0,15
48,50,240102_30C_fig_SW182_01,17,17,gcn,17,0,272,0,1.0,1.0,10
